,molecule,basis,energy,energyMRA,energyE,augmentation,polarization,mol_system,valence,Type
401,LiCl,aug-cc-pCVDZ,-467.03804535389,-467.0561555507923,0.01811019690228477,aug,CV,Second-row,D,aug-cc-pCVnZ
402,HCHS,aug-cc-pCVDZ,-436.535143441499,-436.5666245145548,0.031481073055829256,aug,CV,Second-row,D,aug-cc-pCVnZ
403,NaH,aug-cc-pCVDZ,-162.385150462475,-162.39334594193485,0.008195479459857324,aug,CV,Second-row,D,aug-cc-pCVnZ
404,Ne,aug-cc-pCVDZ,-128.496443872332,-128.54709508140573,0.05065120907372034,aug,CV,First-row,D,aug-cc-pCVnZ
405,BH3,aug-cc-pCVDZ,-26.391686995345,-26.402604195447275,0.010917200102273483,aug,CV,First-row,D,aug-cc-pCVnZ
406,C2H4,aug-cc-pCVDZ,-78.044301295318,-78.07005740634631,0.025756111028314876,aug,CV,First-row,D,aug-cc-pCVnZ
407,ClCN,aug-cc-pCVDZ,-551.796681677599,-551.8439976993157,0.04731602171659688,aug,CV,Second-row,D,aug-cc-pCVnZ
408,OF2,aug-cc-pCVDZ,-273.488357955955,-273.5872079514327,0.09884999547767848,aug,CV,Fluorine,D,aug-cc-pCVnZ
409,CH4,aug-cc-pCVDZ,-40.200108197297,-40.21707461893389,0.016966421636894324,aug,CV,First-row,D,aug-cc-pCVnZ
410,BH2F,aug-cc-pCVDZ,-125.333402052029,-125.38651116165326,0.05310910962425908,aug,CV,Fluorine,D,aug-cc-pCVnZ
411,HCONH2,aug-cc-pCVDZ,-168.965025652166,-169.01912623575151,0.054100583585523054,aug,CV,First-row,D,aug-cc-pCVnZ
412,LiCN,aug-cc-pCVDZ,-99.795438442271,-99.821289359007,0.02585091673599038,aug,CV,First-row,D,aug-cc-pCVnZ
413,Be,aug-cc-pCVDZ,-14.572379159935,-14.573021989368604,0.0006428294336036089,aug,CV,First-row,D,aug-cc-pCVnZ
414,CH3BH2,aug-cc-pCVDZ,-65.448739582726,-65.47206213551908,0.0233225527930756,aug,CV,First-row,D,aug-cc-pCVnZ
415,NOCl,aug-cc-pCVDZ,-588.728297737189,-588.7841114970596,0.05581375987060255,aug,CV,Second-row,D,aug-cc-pCVnZ
416,CS,aug-cc-pCVDZ,-435.335128122619,-435.3623854607222,0.027257338103197526,aug,CV,Second-row,D,aug-cc-pCVnZ
417,He,aug-cc-pCVDZ,-2.85570466771,-2.861679278747712,0.00597461103771213,aug,CV,First-row,D,aug-cc-pCVnZ
418,SiH4,aug-cc-pCVDZ,-291.244113308571,-291.2685971476531,0.024483839082108716,aug,CV,Second-row,D,aug-cc-pCVnZ
419,CO,aug-cc-pCVDZ,-112.755344756728,-112.79090134457724,0.03555658784924276,aug,CV,First-row,D,aug-cc-pCVnZ
420,O3,aug-cc-pCVDZ,-224.288718123144,-224.36164650651108,0.07292838336707064,aug,CV,First-row,D,aug-cc-pCVnZ
421,BHF2,aug-cc-pCVDZ,-224.282176794845,-224.37774418031327,0.09556738546828569,aug,CV,Fluorine,D,aug-cc-pCVnZ
422,NaCN,aug-cc-pCVDZ,-254.197381491591,-254.22764856593096,0.030267074339974442,aug,CV,Second-row,D,aug-cc-pCVnZ
423,CH3F,aug-cc-pCVDZ,-139.058096850685,-139.11028544439,0.0521885937050115,aug,CV,Fluorine,D,aug-cc-pCVnZ
424,C6H6,aug-cc-pCVDZ,-230.730653530207,-230.7969690049737,0.06631547476669652,aug,CV,First-row,D,aug-cc-pCVnZ
425,Li2,aug-cc-pCVDZ,-14.870492251325,-14.871561219608218,0.001068968283217231,aug,CV,First-row,D,aug-cc-pCVnZ
426,FCN,aug-cc-pCVDZ,-191.721809947959,-191.78747330817856,0.06566336021955976,aug,CV,Fluorine,D,aug-cc-pCVnZ
427,CH3NH2,aug-cc-pCVDZ,-95.231525220904,-95.26309728117376,0.031572060269752455,aug,CV,First-row,D,aug-cc-pCVnZ
428,SiH3Cl,aug-cc-pCVDZ,-750.226943624538,-750.2716834824572,0.04473985791923951,aug,CV,Second-row,D,aug-cc-pCVnZ
429,NH2F,aug-cc-pCVDZ,-154.989100118253,-155.0414658687027,0.05236575044969527,aug,CV,Fluorine,D,aug-cc-pCVnZ
430,CO2,aug-cc-pCVDZ,-187.663391766422,-187.7248974832067,0.06150571678469419,aug,CV,First-row,D,aug-cc-pCVnZ
431,HCP,aug-cc-pCVDZ,-379.130946049508,-379.1603611802437,0.02941513073568558,aug,CV,Second-row,D,aug-cc-pCVnZ
432,NH2OH,aug-cc-pCVDZ,-131.012396391059,-131.05393326435697,0.0415368732979573,aug,CV,First-row,D,aug-cc-pCVnZ
433,N2H2,aug-cc-pCVDZ,-110.008463028351,-110.03919648733287,0.030733458981870854,aug,CV,First-row,D,aug-cc-pCVnZ
434,HNO,aug-cc-pCVDZ,-129.809127897789,-129.84754248483563,0.038414587046617044,aug,CV,First-row,D,aug-cc-pCVnZ
435,ClF,aug-cc-pCVDZ,-558.861737857386,-558.9201627529852,0.05842489559927344,aug,CV,Second-row,D,aug-cc-pCVnZ
436,LiBH4,aug-cc-pCVDZ,-34.456753791877,-34.471596967704144,0.014843175827145672,aug,CV,First-row,D,aug-cc-pCVnZ
437,HNC,aug-cc-pCVDZ,-92.872123513178,-92.90011293647468,0.027989423296688187,aug,CV,First-row,D,aug-cc-pCVnZ
438,H2O,aug-cc-pCVDZ,-76.0416905798,-76.06744053579361,0.025749955993603635,aug,CV,First-row,D,aug-cc-pCVnZ
439,HCOOH,aug-cc-pCVDZ,-188.789432934587,-188.8510042006056,0.06157126601857499,aug,CV,First-row,D,aug-cc-pCVnZ
440,HOF,aug-cc-pCVDZ,-174.761392822419,-174.82228692034073,0.06089409792173228,aug,CV,Fluorine,D,aug-cc-pCVnZ
441,HBO,aug-cc-pCVDZ,-100.179037133583,-100.21398400383433,0.03494687025133203,aug,CV,First-row,D,aug-cc-pCVnZ
442,HOOH,aug-cc-pCVDZ,-150.798790824295,-150.84848665107518,0.04969582678018014,aug,CV,First-row,D,aug-cc-pCVnZ
443,NH2Cl,aug-cc-pCVTZ,-515.112553550286,-515.1206993559537,0.008145805667709283,aug,CV,Second-row,T,aug-cc-pCVnZ
444,NaLi,aug-cc-pCVTZ,-169.29272558503,-169.2937090991357,0.0009835141056839802,aug,CV,Second-row,T,aug-cc-pCVnZ
445,F2,aug-cc-pCVTZ,-198.755149314194,-198.77343264581,0.01828333161600426,aug,CV,Fluorine,T,aug-cc-pCVnZ
446,HNS,aug-cc-pCVTZ,-452.522834240002,-452.5308596955956,0.008025455593610786,aug,CV,Second-row,T,aug-cc-pCVnZ
447,N2,aug-cc-pCVTZ,-108.985699130601,-108.99318488339196,0.0074857527909557575,aug,CV,First-row,T,aug-cc-pCVnZ
448,HCHO,aug-cc-pCVTZ,-113.914020305742,-113.9229129357792,0.008892630037195204,aug,CV,First-row,T,aug-cc-pCVnZ
449,SF2,aug-cc-pCVTZ,-596.450483418452,-596.4748975932308,0.024414174778826236,aug,CV,Second-row,T,aug-cc-pCVnZ
450,LiH,aug-cc-pCVTZ,-7.986923862595,-7.9873491301479,0.00042526755289973295,aug,CV,First-row,T,aug-cc-pCVnZ
451,Na2,aug-cc-pCVTZ,-323.715160286792,-323.7170093510182,0.0018490642261781431,aug,CV,Second-row,T,aug-cc-pCVnZ
452,SiO,aug-cc-pCVTZ,-363.84509304254,-363.8553384434818,0.010245400941812477,aug,CV,Second-row,T,aug-cc-pCVnZ
453,Mg,aug-cc-pCVTZ,-199.613350886225,-199.61463177308352,0.0012808868585238997,aug,CV,Second-row,T,aug-cc-pCVnZ
454,BH2Cl,aug-cc-pCVTZ,-485.399155810832,-485.4050785127743,0.005922701942324693,aug,CV,Second-row,T,aug-cc-pCVnZ
455,SH2,aug-cc-pCVTZ,-398.715837001855,-398.720249758543,0.0044127566879978986,aug,CV,Second-row,T,aug-cc-pCVnZ
456,P2,aug-cc-pCVTZ,-681.493766589695,-681.5002419595646,0.0064753698695767525,aug,CV,Second-row,T,aug-cc-pCVnZ
457,HOCl,aug-cc-pCVTZ,-534.924205245416,-534.9347567499336,0.010551504517593457,aug,CV,Second-row,T,aug-cc-pCVnZ
458,N2H4,aug-cc-pCVTZ,-111.220543511885,-111.22886565240296,0.00832214051796143,aug,CV,First-row,T,aug-cc-pCVnZ
459,NaCl,aug-cc-pCVTZ,-621.455615159944,-621.4605931601421,0.0049780001980934685,aug,CV,Second-row,T,aug-cc-pCVnZ
460,HCCCl,aug-cc-pCVTZ,-535.777715877126,-535.7866704648576,0.00895458773163682,aug,CV,Second-row,T,aug-cc-pCVnZ
461,SiH3F,aug-cc-pCVTZ,-390.232990704678,-390.2484129041651,0.015422199487090893,aug,CV,Second-row,T,aug-cc-pCVnZ
462,HCl,aug-cc-pCVTZ,-460.108641791124,-460.1128288640629,0.0041870729389188455,aug,CV,Second-row,T,aug-cc-pCVnZ
463,P2H4,aug-cc-pCVTZ,-683.83183816366,-683.8400444467295,0.00820628306951221,aug,CV,Second-row,T,aug-cc-pCVnZ
464,HCN,aug-cc-pCVTZ,-92.909278075542,-92.91544634893856,0.006168273396554014,aug,CV,First-row,T,aug-cc-pCVnZ
465,H2,aug-cc-pCVTZ,-1.133021676231,-1.1336222994266816,0.0006006231956816599,aug,CV,First-row,T,aug-cc-pCVnZ
466,Mg2,aug-cc-pCVTZ,-399.224011029356,-399.2265787145141,0.002567685158112454,aug,CV,Second-row,T,aug-cc-pCVnZ
467,CSO,aug-cc-pCVTZ,-510.343368312737,-510.3560432360895,0.012674923352449241,aug,CV,Second-row,T,aug-cc-pCVnZ
468,PH3O,aug-cc-pCVTZ,-417.4002741868,-417.412960631196,0.012686444395967555,aug,CV,Second-row,T,aug-cc-pCVnZ
469,FNO,aug-cc-pCVTZ,-228.710787895618,-228.72966687021048,0.018878974592468012,aug,CV,Fluorine,T,aug-cc-pCVnZ
470,S2H2,aug-cc-pCVTZ,-796.26633207055,-796.2748019998024,0.008469929252441943,aug,CV,Second-row,T,aug-cc-pCVnZ
471,CH3OH,aug-cc-pCVTZ,-115.091876843728,-115.10105789918822,0.009181055460217635,aug,CV,First-row,T,aug-cc-pCVnZ
472,NH3O,aug-cc-pCVTZ,-131.006983663575,-131.01719613094002,0.010212467365022349,aug,CV,First-row,T,aug-cc-pCVnZ
473,BF,aug-cc-pCVTZ,-124.157662868511,-124.16860420179052,0.010941333279518517,aug,CV,Fluorine,T,aug-cc-pCVnZ
474,OCl2,aug-cc-pCVTZ,-993.784248446919,-993.7989307472096,0.014682300290587591,aug,CV,Second-row,T,aug-cc-pCVnZ
475,HBS,aug-cc-pCVTZ,-422.837344628371,-422.8426665433457,0.0053219149746723815,aug,CV,Second-row,T,aug-cc-pCVnZ
476,C2H2,aug-cc-pCVTZ,-76.850684646765,-76.85569409750497,0.0050094507399620625,aug,CV,First-row,T,aug-cc-pCVnZ
477,HF,aug-cc-pCVTZ,-100.061249736403,-100.07080831122995,0.009558574826954214,aug,CV,Fluorine,T,aug-cc-pCVnZ
478,SO2,aug-cc-pCVTZ,-547.306748317124,-547.3272441948739,0.020495877749908686,aug,CV,Second-row,T,aug-cc-pCVnZ
479,Cl2,aug-cc-pCVTZ,-919.002408808014,-919.0108100759442,0.008401267930139511,aug,CV,Second-row,T,aug-cc-pCVnZ
480,Ar,aug-cc-pCVTZ,-526.813355373376,-526.8175012159218,0.004145842545767664,aug,CV,Second-row,T,aug-cc-pCVnZ
481,PH3,aug-cc-pCVTZ,-342.490076978445,-342.49455275696744,0.004475778522419205,aug,CV,Second-row,T,aug-cc-pCVnZ
482,NH3,aug-cc-pCVTZ,-56.220519251589,-56.2249450087954,0.004425757206398373,aug,CV,First-row,T,aug-cc-pCVnZ
483,CH2BH,aug-cc-pCVTZ,-64.247795158092,-64.25221923994584,0.004424081853841244,aug,CV,First-row,T,aug-cc-pCVnZ
484,HCCF,aug-cc-pCVTZ,-175.71548568575,-175.72950415795736,0.014018472207368404,aug,CV,Fluorine,T,aug-cc-pCVnZ
485,CH2NH,aug-cc-pCVTZ,-94.069452852994,-94.07615662952324,0.006703776529235483,aug,CV,First-row,T,aug-cc-pCVnZ
486,SCl2,aug-cc-pCVTZ,-1316.570325657092,-1316.5829079576567,0.012582300564645266,aug,CV,Second-row,T,aug-cc-pCVnZ
487,CH3SH,aug-cc-pCVTZ,-437.758225033965,-437.7653462094153,0.007121175450322426,aug,CV,Second-row,T,aug-cc-pCVnZ
488,CH3Cl,aug-cc-pCVTZ,-499.146992986998,-499.1538869843695,0.006893997371491878,aug,CV,Second-row,T,aug-cc-pCVnZ
489,BeH2,aug-cc-pCVTZ,-15.771945759934,-15.773218276632424,0.0012725166984228764,aug,CV,First-row,T,aug-cc-pCVnZ
490,LiCl,aug-cc-pCVTZ,-467.052309652708,-467.0561555507923,0.003845898084307464,aug,CV,Second-row,T,aug-cc-pCVnZ
491,HCHS,aug-cc-pCVTZ,-436.559867643685,-436.5666245145548,0.006756870869821796,aug,CV,Second-row,T,aug-cc-pCVnZ
492,NaH,aug-cc-pCVTZ,-162.391855593489,-162.39334594193485,0.001490348445855716,aug,CV,Second-row,T,aug-cc-pCVnZ
493,Ne,aug-cc-pCVTZ,-128.533390440507,-128.54709508140573,0.013704640898737352,aug,CV,First-row,T,aug-cc-pCVnZ
494,BH3,aug-cc-pCVTZ,-26.400377209805,-26.402604195447275,0.00222698564227386,aug,CV,First-row,T,aug-cc-pCVnZ
495,C2H4,aug-cc-pCVTZ,-78.064489254864,-78.07005740634631,0.005568151482307826,aug,CV,First-row,T,aug-cc-pCVnZ
496,ClCN,aug-cc-pCVTZ,-551.833867118995,-551.8439976993157,0.010130580320605986,aug,CV,Second-row,T,aug-cc-pCVnZ
497,OF2,aug-cc-pCVTZ,-273.563290018024,-273.5872079514327,0.023917933408654335,aug,CV,Fluorine,T,aug-cc-pCVnZ
498,CH4,aug-cc-pCVTZ,-40.213794365526,-40.21707461893389,0.0032802534078939516,aug,CV,First-row,T,aug-cc-pCVnZ
499,BH2F,aug-cc-pCVTZ,-125.375212432589,-125.38651116165326,0.01129872906426499,aug,CV,Fluorine,T,aug-cc-pCVnZ
500,HCONH2,aug-cc-pCVTZ,-169.006160094832,-169.01912623575151,0.012966140919502323,aug,CV,First-row,T,aug-cc-pCVnZ
501,LiCN,aug-cc-pCVTZ,-99.81524034851,-99.821289359007,0.006049010496994356,aug,CV,First-row,T,aug-cc-pCVnZ
502,Be,aug-cc-pCVTZ,-14.572875553276,-14.573021989368604,0.00014643609260289736,aug,CV,First-row,T,aug-cc-pCVnZ
503,CH3BH2,aug-cc-pCVTZ,-65.467113241156,-65.47206213551908,0.00494889436308199,aug,CV,First-row,T,aug-cc-pCVnZ
504,NOCl,aug-cc-pCVTZ,-588.77048220017,-588.7841114970596,0.013629296889575926,aug,CV,Second-row,T,aug-cc-pCVnZ
505,CS,aug-cc-pCVTZ,-435.356082204948,-435.3623854607222,0.0063032557741848905,aug,CV,Second-row,T,aug-cc-pCVnZ
506,He,aug-cc-pCVTZ,-2.861183426116,-2.861679278747712,0.0004958526317122569,aug,CV,First-row,T,aug-cc-pCVnZ
507,SiH4,aug-cc-pCVTZ,-291.263448493614,-291.2685971476531,0.005148654039089706,aug,CV,Second-row,T,aug-cc-pCVnZ
508,CO,aug-cc-pCVTZ,-112.782095022923,-112.79090134457724,0.008806321654233784,aug,CV,First-row,T,aug-cc-pCVnZ
509,O3,aug-cc-pCVTZ,-224.343481867809,-224.36164650651108,0.018164638702074853,aug,CV,First-row,T,aug-cc-pCVnZ
510,BHF2,aug-cc-pCVTZ,-224.357323897472,-224.37774418031327,0.02042028284125763,aug,CV,Fluorine,T,aug-cc-pCVnZ
511,NaCN,aug-cc-pCVTZ,-254.220577844494,-254.22764856593096,0.007070721436974736,aug,CV,Second-row,T,aug-cc-pCVnZ
512,CH3F,aug-cc-pCVTZ,-139.098277384111,-139.11028544439,0.012008060279015353,aug,CV,Fluorine,T,aug-cc-pCVnZ
513,C6H6,aug-cc-pCVTZ,-230.781760318267,-230.7969690049737,0.015208686706699837,aug,CV,First-row,T,aug-cc-pCVnZ
514,Li2,aug-cc-pCVTZ,-14.871455528965,-14.871561219608218,0.00010569064321686028,aug,CV,First-row,T,aug-cc-pCVnZ
515,FCN,aug-cc-pCVTZ,-191.772205585867,-191.78747330817856,0.015267722311563148,aug,CV,Fluorine,T,aug-cc-pCVnZ
516,CH3NH2,aug-cc-pCVTZ,-95.255906439688,-95.26309728117376,0.0071908414857517755,aug,CV,First-row,T,aug-cc-pCVnZ
517,SiH3Cl,aug-cc-pCVTZ,-750.262679898636,-750.2716834824572,0.009003583821254324,aug,CV,Second-row,T,aug-cc-pCVnZ
518,NH2F,aug-cc-pCVTZ,-155.028516747754,-155.0414658687027,0.012949120948690052,aug,CV,Fluorine,T,aug-cc-pCVnZ
519,CO2,aug-cc-pCVTZ,-187.71000838898,-187.7248974832067,0.014889094226703037,aug,CV,First-row,T,aug-cc-pCVnZ
520,HCP,aug-cc-pCVTZ,-379.154030338968,-379.1603611802437,0.00633084127565553,aug,CV,Second-row,T,aug-cc-pCVnZ
521,NH2OH,aug-cc-pCVTZ,-131.043706074838,-131.05393326435697,0.010227189518957402,aug,CV,First-row,T,aug-cc-pCVnZ
522,N2H2,aug-cc-pCVTZ,-110.031358861888,-110.03919648733287,0.007837625444878427,aug,CV,First-row,T,aug-cc-pCVnZ
523,HNO,aug-cc-pCVTZ,-129.837563083651,-129.84754248483563,0.009979401184637027,aug,CV,First-row,T,aug-cc-pCVnZ
524,ClF,aug-cc-pCVTZ,-558.90624205421,-558.9201627529852,0.013920698775223173,aug,CV,Second-row,T,aug-cc-pCVnZ
525,LiBH4,aug-cc-pCVTZ,-34.468870006256,-34.471596967704144,0.0027269614481468807,aug,CV,First-row,T,aug-cc-pCVnZ
526,HNC,aug-cc-pCVTZ,-92.893843313983,-92.90011293647468,0.0062696224916862775,aug,CV,First-row,T,aug-cc-pCVnZ
527,H2O,aug-cc-pCVTZ,-76.060797956814,-76.06744053579361,0.0066425789796085155,aug,CV,First-row,T,aug-cc-pCVnZ
528,HCOOH,aug-cc-pCVTZ,-188.836043327396,-188.8510042006056,0.014960873209588499,aug,CV,First-row,T,aug-cc-pCVnZ
529,HOF,aug-cc-pCVTZ,-174.807173704234,-174.82228692034073,0.015113216106726668,aug,CV,Fluorine,T,aug-cc-pCVnZ
530,HBO,aug-cc-pCVTZ,-100.205524575505,-100.21398400383433,0.008459428329331331,aug,CV,First-row,T,aug-cc-pCVnZ
531,HOOH,aug-cc-pCVTZ,-150.83620353693,-150.84848665107518,0.01228311414519112,aug,CV,First-row,T,aug-cc-pCVnZ
532,NH2Cl,aug-cc-pCVQZ,-515.119227522862,-515.1206993559537,0.0014718330916139166,aug,CV,Second-row,Q,aug-cc-pCVnZ
533,NaLi,aug-cc-pCVQZ,-169.293434671013,-169.2937090991357,0.00027442812270805916,aug,CV,Second-row,Q,aug-cc-pCVnZ
534,F2,aug-cc-pCVQZ,-198.769181695615,-198.77343264581,0.004250950195000769,aug,CV,Fluorine,Q,aug-cc-pCVnZ
535,HNS,aug-cc-pCVQZ,-452.529534264567,-452.5308596955956,0.0013254310285901738,aug,CV,Second-row,Q,aug-cc-pCVnZ
536,N2,aug-cc-pCVQZ,-108.991775734994,-108.99318488339196,0.0014091483979683517,aug,CV,First-row,Q,aug-cc-pCVnZ
537,HCHO,aug-cc-pCVQZ,-113.921180005097,-113.9229129357792,0.001732930682194933,aug,CV,First-row,Q,aug-cc-pCVnZ
538,SF2,aug-cc-pCVQZ,-596.470036621295,-596.4748975932308,0.0048609719358410075,aug,CV,Second-row,Q,aug-cc-pCVnZ
539,LiH,aug-cc-pCVQZ,-7.9872421887,-7.9873491301479,0.00010694144789979987,aug,CV,First-row,Q,aug-cc-pCVnZ
540,Na2,aug-cc-pCVQZ,-323.716529062001,-323.7170093510182,0.00048028901721863804,aug,CV,Second-row,Q,aug-cc-pCVnZ
541,SiO,aug-cc-pCVQZ,-363.85345798755,-363.8553384434818,0.0018804559318255087,aug,CV,Second-row,Q,aug-cc-pCVnZ
542,Mg,aug-cc-pCVQZ,-199.614234130983,-199.61463177308352,0.00039764210052339877,aug,CV,Second-row,Q,aug-cc-pCVnZ
543,BH2Cl,aug-cc-pCVQZ,-485.404134418767,-485.4050785127743,0.0009440940073091042,aug,CV,Second-row,Q,aug-cc-pCVnZ
544,SH2,aug-cc-pCVQZ,-398.719554156755,-398.720249758543,0.000695601787981559,aug,CV,Second-row,Q,aug-cc-pCVnZ
545,P2,aug-cc-pCVQZ,-681.49935752027,-681.5002419595646,0.0008844392946230073,aug,CV,Second-row,Q,aug-cc-pCVnZ
546,HOCl,aug-cc-pCVQZ,-534.932762539834,-534.9347567499336,0.0019942100996104273,aug,CV,Second-row,Q,aug-cc-pCVnZ
547,N2H4,aug-cc-pCVQZ,-111.227222258043,-111.22886565240296,0.0016433943599594159,aug,CV,First-row,Q,aug-cc-pCVnZ
548,NaCl,aug-cc-pCVQZ,-621.459659588623,-621.4605931601421,0.0009335715191127747,aug,CV,Second-row,Q,aug-cc-pCVnZ
549,HCCCl,aug-cc-pCVQZ,-535.785176951529,-535.7866704648576,0.0014935133285689517,aug,CV,Second-row,Q,aug-cc-pCVnZ
550,SiH3F,aug-cc-pCVQZ,-390.245677492295,-390.2484129041651,0.0027354118701055086,aug,CV,Second-row,Q,aug-cc-pCVnZ
551,HCl,aug-cc-pCVQZ,-460.112135079204,-460.1128288640629,0.0006937848589245732,aug,CV,Second-row,Q,aug-cc-pCVnZ
552,P2H4,aug-cc-pCVQZ,-683.838850676591,-683.8400444467295,0.0011937701384567845,aug,CV,Second-row,Q,aug-cc-pCVnZ
553,HCN,aug-cc-pCVQZ,-92.914320623647,-92.91544634893856,0.0011257252915584104,aug,CV,First-row,Q,aug-cc-pCVnZ
554,H2,aug-cc-pCVQZ,-1.13346733487,-1.1336222994266816,0.0001549645566816249,aug,CV,First-row,Q,aug-cc-pCVnZ
555,Mg2,aug-cc-pCVQZ,-399.225776785853,-399.2265787145141,0.0008019286611329335,aug,CV,Second-row,Q,aug-cc-pCVnZ
556,CSO,aug-cc-pCVQZ,-510.353893685929,-510.3560432360895,0.0021495501604817946,aug,CV,Second-row,Q,aug-cc-pCVnZ
557,PH3O,aug-cc-pCVQZ,-417.41088900778,-417.412960631196,0.0020716234159863234,aug,CV,Second-row,Q,aug-cc-pCVnZ
558,FNO,aug-cc-pCVQZ,-228.725766333982,-228.72966687021048,0.0039005362284854073,aug,CV,Fluorine,Q,aug-cc-pCVnZ
559,S2H2,aug-cc-pCVQZ,-796.273527376485,-796.2748019998024,0.0012746233173857036,aug,CV,Second-row,Q,aug-cc-pCVnZ
560,CH3OH,aug-cc-pCVQZ,-115.09914725583,-115.10105789918822,0.001910643358215225,aug,CV,First-row,Q,aug-cc-pCVnZ
561,NH3O,aug-cc-pCVQZ,-131.01511730031,-131.01719613094002,0.0020788306300119075,aug,CV,First-row,Q,aug-cc-pCVnZ
562,BF,aug-cc-pCVQZ,-124.166338319155,-124.16860420179052,0.0022658826355126394,aug,CV,Fluorine,Q,aug-cc-pCVnZ
563,OCl2,aug-cc-pCVQZ,-993.796347907832,-993.7989307472096,0.0025828393776237135,aug,CV,Second-row,Q,aug-cc-pCVnZ
564,HBS,aug-cc-pCVQZ,-422.841880456973,-422.8426665433457,0.0007860863726705247,aug,CV,Second-row,Q,aug-cc-pCVnZ
565,C2H2,aug-cc-pCVQZ,-76.854747328615,-76.85569409750497,0.0009467688899604809,aug,CV,First-row,Q,aug-cc-pCVnZ
566,HF,aug-cc-pCVQZ,-100.068664289913,-100.07080831122995,0.002144021316951239,aug,CV,Fluorine,Q,aug-cc-pCVnZ
567,SO2,aug-cc-pCVQZ,-547.323816682952,-547.3272441948739,0.003427511921813675,aug,CV,Second-row,Q,aug-cc-pCVnZ
568,Cl2,aug-cc-pCVQZ,-919.009429684914,-919.0108100759442,0.0013803910301248834,aug,CV,Second-row,Q,aug-cc-pCVnZ
569,Ar,aug-cc-pCVQZ,-526.816805058044,-526.8175012159218,0.0006961578777691102,aug,CV,Second-row,Q,aug-cc-pCVnZ
570,PH3,aug-cc-pCVQZ,-342.493884004073,-342.49455275696744,0.0006687528944553378,aug,CV,Second-row,Q,aug-cc-pCVnZ
571,NH3,aug-cc-pCVQZ,-56.224020793982,-56.2249450087954,0.0009242148134021022,aug,CV,First-row,Q,aug-cc-pCVnZ
572,CH2BH,aug-cc-pCVQZ,-64.251415710442,-64.25221923994584,0.000803529503841105,aug,CV,First-row,Q,aug-cc-pCVnZ
573,HCCF,aug-cc-pCVQZ,-175.726583860117,-175.72950415795736,0.0029202978403759516,aug,CV,Fluorine,Q,aug-cc-pCVnZ
574,CH2NH,aug-cc-pCVQZ,-94.074887152751,-94.07615662952324,0.001269476772236544,aug,CV,First-row,Q,aug-cc-pCVnZ
575,SCl2,aug-cc-pCVQZ,-1316.580941992682,-1316.5829079576567,0.0019659649747154617,aug,CV,Second-row,Q,aug-cc-pCVnZ
576,CH3SH,aug-cc-pCVQZ,-437.764124623216,-437.7653462094153,0.0012215861993354338,aug,CV,Second-row,Q,aug-cc-pCVnZ
577,CH3Cl,aug-cc-pCVQZ,-499.152664003462,-499.1538869843695,0.001222980907471083,aug,CV,Second-row,Q,aug-cc-pCVnZ
578,BeH2,aug-cc-pCVQZ,-15.773013409332,-15.773218276632424,0.00020486730042357237,aug,CV,First-row,Q,aug-cc-pCVnZ
579,LiCl,aug-cc-pCVQZ,-467.055496950163,-467.0561555507923,0.0006586006293218816,aug,CV,Second-row,Q,aug-cc-pCVnZ
580,HCHS,aug-cc-pCVQZ,-436.565544502636,-436.5666245145548,0.0010800119188161261,aug,CV,Second-row,Q,aug-cc-pCVnZ
581,NaH,aug-cc-pCVQZ,-162.392968070415,-162.39334594193485,0.00037787151984503,aug,CV,Second-row,Q,aug-cc-pCVnZ
582,Ne,aug-cc-pCVQZ,-128.543852929439,-128.54709508140573,0.003242151966730944,aug,CV,First-row,Q,aug-cc-pCVnZ
583,BH3,aug-cc-pCVQZ,-26.402192850105,-26.402604195447275,0.0004113453422753821,aug,CV,First-row,Q,aug-cc-pCVnZ
584,C2H4,aug-cc-pCVQZ,-78.068976823093,-78.07005740634631,0.0010805832533122839,aug,CV,First-row,Q,aug-cc-pCVnZ
585,ClCN,aug-cc-pCVQZ,-551.842286341834,-551.8439976993157,0.0017113574816676191,aug,CV,Second-row,Q,aug-cc-pCVnZ
586,OF2,aug-cc-pCVQZ,-273.581792632337,-273.5872079514327,0.005415319095675386,aug,CV,Fluorine,Q,aug-cc-pCVnZ
587,CH4,aug-cc-pCVQZ,-40.216353558352,-40.21707461893389,0.0007210605818954718,aug,CV,First-row,Q,aug-cc-pCVnZ
588,BH2F,aug-cc-pCVQZ,-125.384149275285,-125.38651116165326,0.0023618863682628444,aug,CV,Fluorine,Q,aug-cc-pCVnZ
589,HCONH2,aug-cc-pCVQZ,-169.016656424651,-169.01912623575151,0.002469811100525021,aug,CV,First-row,Q,aug-cc-pCVnZ
590,LiCN,aug-cc-pCVQZ,-99.820215677366,-99.821289359007,0.001073681641003077,aug,CV,First-row,Q,aug-cc-pCVnZ
591,Be,aug-cc-pCVQZ,-14.572969203656,-14.573021989368604,5.2785712604475066e-05,aug,CV,First-row,Q,aug-cc-pCVnZ
592,CH3BH2,aug-cc-pCVQZ,-65.471107122609,-65.47206213551908,0.0009550129100830418,aug,CV,First-row,Q,aug-cc-pCVnZ
593,NOCl,aug-cc-pCVQZ,-588.781614275813,-588.7841114970596,0.002497221246585468,aug,CV,Second-row,Q,aug-cc-pCVnZ
